Flight ID,Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled
462856,Airline D,657,Airport 4,Airport 2,18,4,4,Type E,0.633529,8.0,2.241833,0.142349,0
8785467,Airline A,274,Airport 1,Airport 2,16,1,12,Type A,0.953531,9.777778,1.980496,0.44824,1
4726384,Airline D,561,Airport 2,Airport 5,21,1,1,Type B,0.466638,36.0,2.441562,0.30856,0
9092513,Airline A,673,Airport 1,Airport 2,12,7,1,Type A,0.964801,23.7037,2.38653,0.776261,1
5497225,Airline E,655,Airport 1,Airport 2,11,6,4,Type A,0.093798,32.0,0.939184,0.782362,1
4734899,Airline E,509,Airport 3,Airport 4,0,4,6,Type B,0.33318,60.0,1.441291,0.811997,1
7654645,Airline B,520,Airport 5,Airport 5,0,7,7,Type B,0.386715,16.0,4.869667,0.007214,0
6889249,Airline A,474,Airport 1,Airport 2,19,4,9,Type A,0.67102,9.777778,0.56787,0.596316,1
6132995,Airline B,592,Airport 3,Airport 4,22,4,9,Type E,0.479917,18.0,3.934809,0.516789,0
3404593,Airline A,339,Airport 2,Airport 5,13,1,10,Type C,0.381779,51.0,0.31059,0.623821,1
8002821,Airline B,557,Airport 3,Airport 5,14,6,12,Type E,0.308323,19.0,3.349067,0.239701,0
7076452,Airline A,492,Airport 5,Airport 2,10,1,12,Type E,0.618315,40.0,1.093371,0.009857,1
2378259,Airline A,601,Airport 4,Airport 2,23,5,5,Type E,0.50558,0.0,3.550863,0.454763,0
1291645,Airline A,610,Airport 1,Airport 2,8,2,10,Type A,0.423309,69.33333,1.789573,0.080332,1
4604237,Airline C,511,Airport 1,Airport 5,16,2,11,Type C,0.204961,29.33333,4.818479,0.892194,0
7268076,Airline E,437,Airport 3,Airport 4,3,7,3,Type D,0.774468,15.0,3.133382,0.173666,0
5237196,Airline E,603,Airport 1,Airport 2,19,2,3,Type D,0.799715,14.0,2.041244,0.425233,1
5471314,Airline A,372,Airport 1,Airport 2,18,7,6,Type A,0.313788,2.666667,0.48392,0.48825,1
729175,Airline A,394,Airport 2,Airport 2,6,3,1,Type D,0.261649,33.33333,3.287255,0.552865,1
5071948,Airline C,492,Airport 3,Airport 3,0,1,7,Type B,0.239143,43.0,0.581833,0.782532,1
239502,Airline A,448,Airport 1,Airport 2,8,5,3,Type A,0.98457,25.77778,2.071292,0.531167,1
8974451,Airline B,478,Airport 4,Airport 2,12,5,5,Type D,0.77413,3.0,1.236673,0.025753,0
7667866,Airline A,469,Airport 1,Airport 5,23,2,7,Type D,0.074574,6.0,2.620794,0.77111,0
7567633,Airline A,497,Airport 1,Airport 2,1,6,7,Type A,0.932666,16.0,1.489868,0.092445,1
5871655,Airline C,648,Airport 2,Airport 5,1,3,9,Type B,0.036852,9.0,2.01245,0.641553,0
5154971,Airline B,384,Airport 1,Airport 2,23,7,1,Type A,0.2532,11.33333,3.319369,0.80343,1
8966933,Airline C,453,Airport 5,Airport 2,14,3,3,Type A,0.918991,7.0,1.251085,0.28269,1
8395525,Airline A,582,Airport 1,Airport 2,16,2,9,Type A,0.964331,10.66667,0.086561,0.505245,1
3526548,Airline B,503,Airport 4,Airport 2,12,7,8,Type C,0.781435,31.0,4.796339,0.014336,1
3068997,Airline A,402,Airport 2,Airport 2,6,7,2,Type B,0.457547,66.0,1.600229,0.803875,1
3304960,Airline C,491,Airport 1,Airport 2,8,2,8,Type D,0.321414,9.333333,3.567311,0.703261,0
767581,Airline A,349,Airport 1,Airport 2,11,1,8,Type A,0.981546,31.11111,1.268834,0.260311,1
4156669,Airline E,603,Airport 3,Airport 2,2,6,2,Type C,0.657074,4.0,3.344993,0.390226,0
6767993,Airline E,511,Airport 4,Airport 2,22,3,8,Type B,0.295509,23.0,0.754683,0.695317,1
4813580,Airline A,720,Airport 4,Airport 3,21,5,3,Type D,0.463196,76.0,2.794239,0.358163,1
5610132,Airline A,387,Airport 3,Airport 2,14,2,7,Type D,0.8815,0.0,1.961098,0.162415,1
4310883,Airline D,433,Airport 4,Airport 4,6,1,9,Type E,0.903455,9.0,2.259248,0.518506,1
490777,Airline E,517,Airport 2,Airport 2,22,5,4,Type A,0.659302,2.666667,4.831042,0.723568,0
9070862,Airline B,631,Airport 5,Airport 2,0,3,11,Type D,0.732556,22.0,0.681445,0.32081,1
5090825,Airline C,451,Airport 5,Airport 5,13,2,6,Type B,0.039298,34.0,3.773501,0.121772,0
363643,Airline A,429,Airport 2,Airport 2,18,7,9,Type C,0.604601,1.0,1.651714,0.829544,1
4390882,Airline C,507,Airport 5,Airport 2,15,6,11,Type E,0.688993,2.0,1.45179,0.252802,0
2924046,Airline C,432,Airport 1,Airport 4,9,2,11,Type B,0.020377,61.0,1.353887,0.512815,1
7247107,Airline D,547,Airport 2,Airport 3,0,6,5,Type E,0.843859,18.0,1.743908,0.691343,1
1291653,Airline E,507,Airport 4,Airport 3,4,1,12,Type A,0.928285,18.0,1.785585,0.317075,1
9555712,Airline A,569,Airport 2,Airport 2,2,1,1,Type D,0.237936,86.0,1.553735,0.648637,1
4380911,Airline A,589,Airport 1,Airport 2,16,3,3,Type A,0.945796,9.777778,1.668733,0.517173,1
5005079,Airline A,536,Airport 1,Airport 2,17,6,11,Type A,0.765513,60.44444,0.119305,0.641741,1
3389965,Airline B,615,Airport 3,Airport 5,20,2,9,Type A,0.580696,109.0,1.661469,0.590576,1
4107812,Airline D,466,Airport 4,Airport 2,18,1,3,Type A,0.843126,8.0,1.401028,0.824151,1
1248791,Airline A,355,Airport 1,Airport 2,21,2,11,Type A,0.385611,18.66667,1.878545,0.738367,1
4223756,Airline A,392,Airport 2,Airport 5,21,3,11,Type A,0.790856,22.0,0.732493,0.264307,1
6491076,Airline A,491,Airport 1,Airport 3,17,6,10,Type B,0.314521,60.0,4.703436,0.059604,1
7254218,Airline E,541,Airport 4,Airport 2,15,2,2,Type E,0.787457,10.0,0.852593,0.001986,1
1408635,Airline C,558,Airport 4,Airport 4,1,5,4,Type A,0.451054,47.0,2.050137,0.904417,1
9147320,Airline C,435,Airport 3,Airport 2,14,2,5,Type C,0.116945,106.0,0.998501,0.94211,1
1476728,Airline A,586,Airport 1,Airport 2,12,4,7,Type A,0.48152,48.88889,0.916745,0.105875,1
281373,Airline D,268,Airport 3,Airport 5,12,4,7,Type C,0.233493,71.0,3.805124,0.487054,1
6108218,Airline C,445,Airport 3,Airport 2,15,7,9,Type C,0.100532,36.0,2.382024,0.151595,0
675543,Airline E,549,Airport 5,Airport 3,7,3,8,Type E,0.110287,70.0,1.012879,0.948749,1
1769603,Airline B,591,Airport 1,Airport 2,10,3,2,Type D,0.780071,5.0,0.233174,0.246833,1
2991402,Airline B,575,Airport 3,Airport 2,7,3,12,Type E,0.881398,37.0,1.149581,0.501647,1
5612139,Airline A,593,Airport 1,Airport 2,21,5,8,Type A,1.027129,34.66667,2.364007,0.186323,1
8930839,Airline D,517,Airport 4,Airport 3,9,6,8,Type B,0.853946,17.0,4.226584,0.332761,1
5223716,Airline E,487,Airport 5,Airport 2,22,5,5,Type E,0.830224,2.0,2.200869,0.266806,1
4904046,Airline D,312,Airport 2,Airport 3,0,7,3,Type D,0.068836,29.0,2.409976,0.475426,1
8404356,Airline E,475,Airport 1,Airport 2,11,2,9,Type E,0.790124,1.0,4.496831,0.419782,1
9765161,Airline E,385,Airport 1,Airport 3,8,1,12,Type B,0.783283,14.0,2.956727,0.330798,1
1324297,Airline A,561,Airport 1,Airport 2,4,6,7,Type A,0.23129,13.33333,2.401918,0.119112,0
1972793,Airline A,484,Airport 1,Airport 2,15,4,8,Type A,0.552507,8.888889,0.500244,0.956484,1
3681,Airline E,380,Airport 5,Airport 4,17,7,10,Type D,0.900014,34.0,3.629635,0.730223,1
5284077,Airline C,498,Airport 4,Airport 4,7,4,5,Type E,0.695408,0.666667,2.631967,0.720575,0
3358193,Airline B,486,Airport 1,Airport 5,22,7,6,Type E,0.950988,22.0,3.342198,0.366092,1
2770708,Airline C,324,Airport 1,Airport 3,10,2,9,Type E,0.104923,23.0,0.786155,0.708419,1
1363786,Airline B,534,Airport 2,Airport 3,19,2,10,Type D,0.040607,29.0,3.438009,0.465531,0
7856796,Airline C,471,Airport 5,Airport 2,18,3,8,Type D,0.973579,49.0,1.911286,0.150276,1
5160495,Airline E,502,Airport 3,Airport 4,3,1,11,Type B,0.080192,43.0,1.859989,0.41905,1
6477349,Airline E,458,Airport 3,Airport 5,19,3,3,Type C,0.386196,42.0,3.357378,0.132739,1
8218736,Airline A,428,Airport 2,Airport 2,9,2,5,Type E,0.649971,16.0,2.961196,0.114483,1
5472394,Airline C,575,Airport 2,Airport 3,23,5,4,Type B,0.880057,39.0,3.245537,0.023059,1
7960654,Airline A,603,Airport 1,Airport 2,12,3,1,Type A,0.354577,17.77778,2.613333,0.318211,0
8280370,Airline A,596,Airport 2,Airport 5,19,6,5,Type A,0.029058,2.0,3.705982,0.330875,0
9528460,Airline C,363,Airport 2,Airport 2,13,2,10,Type E,0.521287,44.0,3.204495,0.699444,1
550488,Airline C,638,Airport 3,Airport 4,20,2,7,Type B,0.471112,44.0,3.267765,0.538005,1
7871971,Airline A,556,Airport 4,Airport 5,1,5,1,Type A,0.306893,11.0,2.193571,0.85845,0
9042465,Airline E,624,Airport 2,Airport 2,3,5,4,Type E,0.873899,73.0,4.195958,0.176471,1
307748,Airline C,623,Airport 2,Airport 2,6,5,6,Type D,0.749322,42.0,1.904693,0.265957,1
2121556,Airline E,534,Airport 4,Airport 5,18,1,11,Type A,0.858116,10.0,3.501218,0.941076,1
2517774,Airline A,420,Airport 5,Airport 5,16,6,12,Type D,0.161809,12.0,1.465718,0.444045,1
9186368,Airline E,424,Airport 4,Airport 3,15,2,9,Type C,0.692412,110.0,0.738782,0.789051,1
6759221,Airline B,431,Airport 3,Airport 4,12,5,11,Type C,0.975102,37.0,0.648817,0.492168,1
3567969,Airline A,481,Airport 1,Airport 2,23,1,8,Type A,0.711914,12.44444,1.586397,0.529971,0
246709,Airline A,401,Airport 1,Airport 2,23,4,2,Type A,0.271364,26.66667,0.819887,0.166631,1
3781617,Airline D,328,Airport 4,Airport 5,21,6,11,Type B,0.99578,25.0,1.375246,0.8512,1
4836607,Airline E,331,Airport 3,Airport 3,22,7,3,Type C,0.528324,22.0,2.960297,0.078355,1
941559,Airline A,496,Airport 1,Airport 2,17,7,10,Type A,0.940059,27.55556,0.064174,0.349044,1
3347434,Airline E,473,Airport 4,Airport 2,20,4,5,Type B,0.149361,23.0,1.231128,0.673468,0
3260689,Airline B,550,Airport 2,Airport 2,11,4,11,Type E,0.666096,31.0,1.702736,0.507258,0
1129692,Airline A,481,Airport 4,Airport 3,22,2,7,Type B,0.912618,47.33333,3.541868,0.881378,1
3420463,Airline A,441,Airport 1,Airport 2,14,1,12,Type A,0.38866,32.88889,2.139972,0.730583,0
1224656,Airline B,533,Airport 5,Airport 3,2,4,7,Type B,0.127422,78.0,1.872532,0.477465,1
420719,Airline A,555,Airport 1,Airport 2,5,6,5,Type A,0.395945,51.55556,0.941102,0.173601,1
9453104,Airline A,505,Airport 1,Airport 2,13,3,10,Type A,0.454884,8.888889,0.282994,0.836158,1
8402477,Airline B,601,Airport 5,Airport 3,22,4,6,Type A,0.709955,81.0,4.758587,0.411307,1
2797914,Airline D,552,Airport 2,Airport 2,5,2,6,Type C,0.178621,1.333333,2.707461,0.531582,0
7758406,Airline A,580,Airport 1,Airport 2,0,4,11,Type A,0.206105,10.66667,1.45631,1.088174,0
8452154,Airline E,435,Airport 2,Airport 3,19,6,11,Type D,0.38694,30.0,4.617181,0.48623,0
4278897,Airline E,478,Airport 2,Airport 2,5,6,12,Type C,0.458654,22.0,1.449591,0.823373,0
9109906,Airline A,281,Airport 1,Airport 2,7,4,4,Type A,0.728385,20.44444,0.830265,0.865775,1
2456914,Airline B,493,Airport 4,Airport 2,14,1,12,Type A,0.707531,31.33333,3.281738,0.662755,0
3872776,Airline E,362,Airport 5,Airport 5,13,4,8,Type A,0.889278,4.0,3.92588,0.896812,1
667331,Airline A,734,Airport 1,Airport 2,15,5,9,Type A,0.388954,106.6667,1.948277,0.283052,1
1345045,Airline A,530,Airport 3,Airport 2,19,5,2,Type E,0.528608,11.33333,3.943591,0.820771,1
31554,Airline A,460,Airport 4,Airport 2,22,3,9,Type C,0.366041,89.0,2.87554,0.377787,1
7555482,Airline A,575,Airport 4,Airport 2,15,2,11,Type E,0.001422,9.333333,4.514117,0.812491,0
1799914,Airline B,360,Airport 1,Airport 5,18,2,12,Type D,0.579432,27.0,2.750534,0.493789,1
6871724,Airline D,450,Airport 1,Airport 2,23,7,4,Type E,0.815796,17.0,1.146703,0.857709,1
6203485,Airline E,465,Airport 2,Airport 2,0,1,6,Type D,0.036439,22.0,2.708506,0.894844,0
4412542,Airline C,564,Airport 1,Airport 5,3,2,7,Type E,0.003492,4.0,3.764723,0.597644,1
5995103,Airline C,402,Airport 2,Airport 3,23,3,4,Type E,0.727818,15.0,3.267877,0.507627,1
818685,Airline A,430,Airport 1,Airport 2,9,5,8,Type A,0.78386,1.777778,0.607542,0.88119,1
1441298,Airline A,511,Airport 2,Airport 3,19,1,10,Type B,0.405852,27.0,0.405391,0.266986,1
8547855,Airline A,563,Airport 1,Airport 2,17,6,8,Type A,0.761605,87.11111,0.631202,0.017267,1
408610,Airline A,521,Airport 1,Airport 2,1,5,1,Type A,1.053386,0.888889,2.460105,0.457981,1
2141715,Airline D,409,Airport 1,Airport 4,3,3,8,Type D,0.247863,32.0,0.922331,0.507774,1
3867342,Airline A,510,Airport 1,Airport 2,14,1,10,Type A,0.345927,39.11111,1.360929,0.334421,1
6103941,Airline A,431,Airport 1,Airport 2,3,4,12,Type A,0.286232,6.222222,1.595864,0.431282,0
5761093,Airline A,405,Airport 1,Airport 2,15,2,3,Type A,0.823987,8.0,2.198683,0.149691,1
3042024,Airline A,540,Airport 1,Airport 2,14,3,5,Type A,0.453189,5.333333,2.100647,0.311951,1
9334140,Airline D,554,Airport 2,Airport 4,17,1,10,Type A,0.988693,10.0,4.544766,0.240095,1
542137,Airline B,498,Airport 5,Airport 3,6,5,8,Type B,0.714649,3.0,3.021918,0.300987,0
494150,Airline A,551,Airport 1,Airport 2,14,1,11,Type A,0.467377,11.55556,2.363297,0.336436,0
6718078,Airline C,576,Airport 1,Airport 4,21,4,6,Type D,0.149186,13.0,1.519215,0.558968,0
5534965,Airline A,255,Airport 1,Airport 2,10,3,4,Type A,0.692025,43.55556,1.076412,0.281922,1
5087779,Airline D,541,Airport 2,Airport 5,18,1,4,Type C,0.294903,32.0,4.418862,0.940961,0
6048067,Airline A,654,Airport 3,Airport 2,7,6,12,Type B,0.905509,47.0,1.627818,0.511275,1
4766873,Airline B,471,Airport 5,Airport 5,23,3,4,Type E,0.441404,25.0,4.356111,0.128966,0
9873470,Airline A,653,Airport 2,Airport 3,0,3,6,Type A,0.29265,11.0,2.015575,0.279606,0
8060004,Airline A,531,Airport 1,Airport 2,2,5,7,Type A,0.688552,13.33333,0.908487,0.820977,1
2864850,Airline C,507,Airport 1,Airport 3,4,7,5,Type B,0.136975,11.0,1.745165,0.013659,0
8283952,Airline B,526,Airport 4,Airport 3,17,2,10,Type D,0.561549,17.33333,2.734715,0.937818,0
5709847,Airline B,347,Airport 4,Airport 2,11,7,8,Type E,0.056111,83.0,0.645344,0.445177,1
8044754,Airline E,667,Airport 3,Airport 2,11,6,7,Type C,0.606889,10.0,0.183013,0.521079,1
5417835,Airline D,450,Airport 4,Airport 2,20,4,8,Type D,0.530164,12.0,4.487065,0.988412,0
5329897,Airline D,380,Airport 1,Airport 5,18,1,4,Type A,0.520766,31.0,4.644691,0.503403,1
697649,Airline C,446,Airport 3,Airport 3,8,7,8,Type B,0.684164,55.0,0.380853,0.947744,1
6858432,Airline C,502,Airport 2,Airport 4,10,2,6,Type A,0.044457,5.333333,2.948488,0.915231,0
1203745,Airline A,612,Airport 1,Airport 2,16,5,3,Type A,0.559731,8.0,1.349205,1.05898,0
1131880,Airline E,492,Airport 3,Airport 3,15,2,8,Type C,0.444039,64.0,1.862153,0.812373,1
6864074,Airline A,467,Airport 1,Airport 2,3,3,7,Type A,0.559782,1.777778,1.422262,0.333448,0
6041598,Airline A,469,Airport 1,Airport 2,9,3,10,Type A,1.079891,24.0,1.145298,0.38968,1
9858288,Airline C,364,Airport 5,Airport 2,21,4,5,Type E,0.139278,59.0,2.448175,0.364984,1
8681841,Airline A,447,Airport 1,Airport 3,14,6,11,Type E,0.69043,50.66667,3.776684,0.979181,1
5021064,Airline A,440,Airport 1,Airport 2,18,1,4,Type A,0.501996,0.0,1.314901,0.40585,0
3345870,Airline A,525,Airport 1,Airport 2,2,1,1,Type A,0.611727,11.55556,0.809145,0.122275,1
9490886,Airline B,327,Airport 3,Airport 5,20,5,10,Type A,0.762394,5.333333,2.907281,0.778329,1
3809262,Airline B,455,Airport 5,Airport 5,22,4,3,Type A,0.157375,25.0,3.20377,0.366063,0
3405839,Airline B,630,Airport 1,Airport 2,4,1,2,Type D,0.763585,20.0,3.311557,0.620936,0
3912640,Airline E,593,Airport 2,Airport 4,23,3,8,Type E,0.48331,14.0,3.523014,0.575506,0
6239964,Airline D,460,Airport 4,Airport 5,4,4,12,Type D,0.742071,24.0,1.550464,0.6377,0
101089,Airline A,666,Airport 4,Airport 5,6,2,5,Type B,0.192551,10.66667,2.43067,0.642863,0
7875949,Airline C,579,Airport 1,Airport 5,5,7,5,Type D,0.770916,2.666667,3.343531,0.612399,0
495202,Airline A,506,Airport 1,Airport 2,12,7,11,Type A,0.266813,8.888889,2.085921,0.179741,0
1021249,Airline A,564,Airport 1,Airport 2,1,4,4,Type A,0.899239,7.111111,1.085365,0.513467,1
3497287,Airline A,376,Airport 1,Airport 2,18,4,1,Type A,0.568936,42.66667,0.913332,0.008622,1
5482409,Airline E,374,Airport 5,Airport 2,10,6,1,Type C,0.684638,15.33333,3.579413,0.626265,1
1994426,Airline C,580,Airport 3,Airport 2,19,6,6,Type A,0.917406,10.0,1.110866,0.575358,1
4928371,Airline A,613,Airport 1,Airport 2,4,1,4,Type A,0.508422,17.77778,0.22373,0.357904,1
77360,Airline B,408,Airport 3,Airport 2,8,7,4,Type D,0.232958,4.666667,2.35583,0.523896,1
4264500,Airline D,585,Airport 5,Airport 2,5,5,3,Type A,0.867164,6.0,0.866866,0.493058,1
6063343,Airline C,553,Airport 2,Airport 2,16,5,9,Type B,0.161617,58.0,2.091414,0.250915,1
1478344,Airline A,420,Airport 1,Airport 2,18,6,3,Type A,0.731476,76.44444,0.728085,0.329948,1
2336649,Airline C,400,Airport 1,Airport 3,22,1,8,Type B,0.923253,1.333333,3.886309,0.762541,1
5151510,Airline A,427,Airport 3,Airport 2,7,1,2,Type B,0.674397,43.0,1.657042,0.755732,1
9244633,Airline D,451,Airport 2,Airport 2,6,1,4,Type B,0.195681,18.0,3.203379,0.469782,0
1535429,Airline A,460,Airport 1,Airport 2,4,6,1,Type A,0.252284,12.44444,1.684781,0.807198,0
2406386,Airline E,340,Airport 3,Airport 5,14,5,11,Type C,0.252306,35.0,2.282271,0.450801,1
4667584,Airline E,451,Airport 4,Airport 5,9,1,5,Type C,0.391407,9.0,0.40539,0.851374,1
9926079,Airline E,531,Airport 1,Airport 3,23,6,2,Type C,0.159159,0.0,3.701825,0.332807,1
3329250,Airline C,566,Airport 3,Airport 4,15,2,11,Type B,0.797814,7.0,0.37584,0.927292,1
2199620,Airline D,440,Airport 5,Airport 2,8,2,1,Type E,0.357035,6.0,0.496065,0.542284,1
2858629,Airline C,649,Airport 5,Airport 2,6,3,1,Type E,0.936087,1.0,0.979987,0.535688,1
3771929,Airline A,502,Airport 1,Airport 2,10,2,2,Type A,0.942491,9.777778,0.700939,0.754662,1
6587702,Airline E,753,Airport 1,Airport 3,8,4,5,Type D,0.908818,19.0,4.232259,0.340856,1
1813922,Airline C,425,Airport 1,Airport 4,16,3,12,Type A,0.294493,26.0,3.374609,0.72433,1
8429111,Airline C,536,Airport 5,Airport 5,8,2,9,Type D,0.573732,11.0,1.936064,0.320425,1
1175620,Airline A,491,Airport 2,Airport 2,2,4,6,Type D,0.32145,6.0,4.893137,0.397539,0
761477,Airline A,433,Airport 1,Airport 2,21,2,12,Type A,0.356949,6.222222,0.609006,0.759041,1
7983060,Airline D,586,Airport 4,Airport 2,7,6,4,Type E,0.607087,66.0,3.049072,0.378449,1
5243572,Airline B,576,Airport 5,Airport 3,18,7,3,Type A,0.817995,6.0,4.236071,0.199974,1
7738026,Airline E,474,Airport 5,Airport 4,19,4,8,Type D,0.093598,42.0,4.010113,0.871901,1
3506732,Airline C,531,Airport 2,Airport 5,15,1,3,Type C,0.275769,17.0,0.651539,0.922155,1
8386376,Airline A,525,Airport 2,Airport 4,6,6,1,Type E,0.205134,54.0,3.686371,0.626731,1
382380,Airline A,473,Airport 1,Airport 5,6,7,4,Type C,0.79835,15.0,1.289319,0.811151,1
2798839,Airline D,424,Airport 4,Airport 2,19,4,11,Type C,0.933372,5.0,1.778667,0.986652,1
4681136,Airline A,499,Airport 1,Airport 2,12,6,5,Type A,0.179943,20.44444,1.42248,0.691622,0
567422,Airline A,480,Airport 1,Airport 2,2,1,5,Type A,0.479213,23.11111,1.976875,1.022392,0
9933853,Airline C,393,Airport 1,Airport 4,11,4,5,Type A,0.914509,30.0,0.831007,0.359255,1
8073890,Airline D,565,Airport 4,Airport 2,23,4,8,Type C,0.344638,15.0,0.742776,0.700472,1
677771,Airline A,504,Airport 1,Airport 4,7,7,8,Type D,0.712661,1.0,0.767206,0.055805,1
4717319,Airline A,486,Airport 1,Airport 4,12,6,12,Type C,0.100666,29.0,1.091118,0.788972,1
9721763,Airline E,350,Airport 5,Airport 5,19,2,4,Type E,0.444388,81.0,0.297509,0.829803,1
8836730,Airline E,531,Airport 1,Airport 5,15,4,9,Type E,0.503301,94.0,4.831782,0.401175,1
4164573,Airline A,351,Airport 1,Airport 2,6,2,1,Type A,0.857664,24.0,0.797709,0.718824,1
8761489,Airline B,514,Airport 2,Airport 2,3,4,5,Type B,0.288825,0.0,1.084878,0.858361,1
5554349,Airline D,585,Airport 3,Airport 4,11,5,5,Type E,0.264189,2.0,3.389171,0.883608,0
3551318,Airline C,666,Airport 5,Airport 2,16,3,5,Type E,0.302968,53.0,4.134981,0.106532,1
3580392,Airline E,506,Airport 3,Airport 2,0,2,8,Type B,0.555697,35.33333,3.766171,0.827488,0
6425118,Airline D,675,Airport 2,Airport 2,16,2,9,Type E,0.876004,87.0,3.593536,0.274243,1
542778,Airline A,573,Airport 1,Airport 2,1,7,3,Type A,0.930941,21.33333,0.126325,0.81822,1
9999011,Airline D,547,Airport 5,Airport 4,5,1,9,Type E,0.057946,59.0,4.110798,0.325164,1
4206908,Airline A,611,Airport 1,Airport 2,11,5,11,Type A,0.978955,46.22222,1.254697,0.063371,1
7778134,Airline A,633,Airport 1,Airport 2,10,1,8,Type A,0.195109,23.11111,1.822715,0.236105,0
1717757,Airline A,582,Airport 1,Airport 2,20,5,3,Type A,0.515348,40.0,2.591062,0.459756,1
4448710,Airline A,485,Airport 1,Airport 2,10,5,2,Type C,0.765404,2.666667,4.053363,0.741229,0
8976028,Airline A,446,Airport 5,Airport 5,17,6,4,Type A,0.081511,30.0,4.12686,0.100704,0
189315,Airline D,370,Airport 2,Airport 2,7,6,12,Type D,0.0404,92.0,0.907336,0.812934,1
7378980,Airline D,516,Airport 2,Airport 2,6,6,2,Type C,0.329996,3.333333,2.582086,0.996951,0
4321250,Airline D,618,Airport 1,Airport 2,13,4,4,Type D,0.729926,26.66667,4.746627,0.788258,0
9637061,Airline A,403,Airport 5,Airport 2,15,7,5,Type C,0.521756,11.0,2.913426,0.473737,1
2653037,Airline A,392,Airport 2,Airport 2,11,1,2,Type C,0.417002,50.0,0.512932,0.56816,1
6538757,Airline A,679,Airport 1,Airport 2,8,3,12,Type A,0.913073,31.11111,1.82955,0.006931,1
5906662,Airline E,474,Airport 2,Airport 2,19,5,8,Type B,0.766709,78.0,0.214634,0.209274,1
4606337,Airline E,327,Airport 5,Airport 5,22,5,1,Type D,0.786043,24.66667,3.711486,0.898988,1
3427275,Airline A,354,Airport 1,Airport 2,20,7,3,Type A,0.559727,13.33333,2.199432,0.024446,1
4630979,Airline A,544,Airport 1,Airport 2,15,2,7,Type A,0.119449,0.0,1.263125,1.017894,0
7684993,Airline E,452,Airport 5,Airport 2,20,4,10,Type A,0.172137,47.0,2.068064,0.113253,1
8414939,Airline A,547,Airport 1,Airport 2,18,3,1,Type C,0.7413,15.0,1.521057,0.133074,0
2202547,Airline A,477,Airport 1,Airport 2,15,6,11,Type A,0.853173,29.33333,2.192346,0.197269,1
2152131,Airline B,521,Airport 4,Airport 5,8,5,2,Type D,0.972299,2.0,2.738923,0.799385,1
9463105,Airline B,676,Airport 1,Airport 2,12,2,3,Type D,0.190187,66.0,3.0963,0.478187,1
4489599,Airline C,481,Airport 4,Airport 2,4,1,2,Type B,0.122927,17.0,3.308537,0.145197,0
5818906,Airline E,617,Airport 2,Airport 2,21,5,2,Type C,0.13879,75.0,1.701155,0.686802,1
2901844,Airline A,511,Airport 4,Airport 5,18,2,12,Type B,0.184788,24.0,2.363932,0.940688,0
3752980,Airline A,384,Airport 5,Airport 2,9,1,11,Type D,0.528468,2.0,3.708029,0.572451,1
9533501,Airline D,697,Airport 4,Airport 2,6,4,6,Type C,0.975211,25.0,4.927435,0.0987,1
7385153,Airline A,712,Airport 1,Airport 3,8,6,7,Type C,0.589431,72.0,0.171528,0.054751,1
7889746,Airline A,484,Airport 1,Airport 2,13,7,6,Type A,0.622688,42.66667,0.106621,0.895356,1
6930567,Airline C,515,Airport 4,Airport 2,14,1,11,Type E,0.673356,16.0,2.140412,0.626084,0
9142188,Airline A,623,Airport 1,Airport 5,12,5,6,Type A,0.07393,62.0,3.498109,0.922657,1
1378410,Airline A,481,Airport 1,Airport 2,9,3,9,Type A,0.915354,8.0,0.965912,0.615656,1
4662643,Airline D,596,Airport 4,Airport 3,13,1,8,Type C,0.64688,14.0,4.998193,0.062395,0
4754342,Airline A,418,Airport 3,Airport 5,20,3,8,Type E,0.171192,41.0,0.976796,0.403687,1
2519840,Airline A,683,Airport 1,Airport 2,22,3,6,Type A,0.730715,6.222222,0.019814,0.74024,1
3785018,Airline A,536,Airport 1,Airport 2,11,1,5,Type A,0.696208,18.66667,0.475323,0.432996,1
3224174,Airline A,575,Airport 1,Airport 2,18,7,9,Type E,0.064853,26.0,4.634212,0.999591,0
308124,Airline B,635,Airport 4,Airport 2,5,7,12,Type C,0.266932,30.0,0.925745,0.405379,1
9707703,Airline A,581,Airport 1,Airport 2,11,4,2,Type A,0.490942,4.444444,1.397437,0.614516,0
8767047,Airline D,494,Airport 5,Airport 2,23,7,7,Type C,0.244889,29.0,2.096381,0.225392,0
1474877,Airline A,672,Airport 1,Airport 5,12,1,6,Type D,0.243162,25.0,3.528627,0.152138,0
5081258,Airline B,583,Airport 1,Airport 2,7,7,7,Type C,0.572948,24.0,0.272978,0.645306,1
6068569,Airline A,483,Airport 3,Airport 3,15,2,12,Type E,0.470859,34.66667,3.293751,0.588613,0
7814073,Airline A,349,Airport 4,Airport 3,1,6,4,Type E,0.667292,6.0,1.773758,0.004339,1
8590955,Airline A,498,Airport 1,Airport 3,21,3,9,Type A,0.956407,41.0,4.630198,0.284782,1
1070105,Airline E,447,Airport 3,Airport 5,6,6,7,Type D,0.660556,28.0,4.244437,0.64358,0
4973798,Airline A,502,Airport 1,Airport 2,11,5,2,Type A,0.682096,33.77778,0.998766,0.913781,1
